text,language
ಅಕ್ಟೋಬರ್​ 21ರಿಂದ ಶುರುವಾಗಲಿದೆ 'ಬಿಗ್​ ಬಾಸ್-6'​; ಇಲ್ಲಿದೆ ನೋಡಿ 'ಕಿಚ್ಚ'ನ ಹೊಸ ಪ್ರೋಮೊ,Kannada
    అతను తనని మోసం చేశాడేమోననే భావం మాటిమాటికి మనస్సుని తోడేస్తుంది. కాని మనస్పూర్తిగా ఆ భావాన్ని తా...,Telgu
கண்ணீர் வெள்ளத்தில் மக்கள் இருக்க ஆதாரமற்ற செய்திகளை ஷேர் செய்வது நியாயமா?,Tamil
ಪ್ರಭಾಸ್​ ವಿವಾಹಕ್ಕೆ ಮುಹೂರ್ತ ಫಿಕ್ಸ್​: ಸದ್ಯದಲ್ಲೇ ಪ್ರೇಮ ವಿವಾಹವಾಗಲಿರುವ ರೆಬೆಲ್​ ಸ್ಟಾರ್​..!,Kannada
     '' అలాంటి విషయాల్లో తొందరగానే నిశ్చయానికొస్తాము. రావడం తొందరే కానీ వచ్చినది మాత్రం తిరగని నిశ్...,Telgu
இந்தியா,Tamil
ಭಾರತ-ಇಂಗ್ಲೆಂಡ್: ಟೀಂ ಇಂಡಿಯಾ ಸೋಲಿಗೆ ಕಾರಣವಾದ 5 ಪ್ರಮುಖ ಅಂಶಗಳು,Kannada
"        ""మీ బాధ్యత చాలా చక్కగా ... పురుషులందరికీ ఆదర్శప్రాయమయేట్టుగా నిర్వహించారు. మీ పరంగా చూస్తే...",Telgu
பெண்களுக்கு ஆதரவாக பேசும் ஆண்கள் கருத்தடை ஐடியா: முகநூல் பரபர ,Tamil
ಐಎಸ್ಎಲ್: ಕಂಠೀರವದಲ್ಲಿ ಮಂಡಿಯೂರಿದ ಕೋಲ್ಕತಾ; ಬೆಂಗಳೂರು ಎಫ್​ಸಿ ಅಗ್ರಸ್ಥಾನ ಭದ್ರ,Kannada
శ్రీమహాలక్ష్మి గునగునా నడుస్తూ వెళ్ళి. ఎటాచ్ డ్ బాత్ రూమ్ తలుపు తీసుకుని లోపలికి వెళుతూనే గుమ్మం ద...,Telgu
இந்தியா,Tamil
ನೀವು ಫೇಸ್​ಬುಕ್​ ಬಳಸುತ್ತೀರಾ? ಹಾಗಿದ್ರೆ ಈ ಸುದ್ದಿಯನ್ನು ಓದಲೇಬೇಕು!,Kannada
    రాబర్ట్ నీటి గొట్టం పట్టుకొని మెల్లగా పైకి  పాకాడు చీకటిగా వుండడంచేత అతనేవారికీ కనబడడు.     బ...,Telgu
சர்க்கரை ஆலையின் கொதிகலன் வெடித்து  பேர் பலி ,Tamil
ಕೇವಲ ,Kannada
    యూనివర్శిటీ పరీక్షలుదెయ్యంలా సమీపిస్తున్నాయి. అసలే మెడికల్ కాలేజి విద్యార్థులు మిగతా వ్యాపకాలన...,Telgu
இந்தியா,Tamil
ಮನೆಗೆ ಬಂದರೆ ಕೊಂದು ಬಿಡುತ್ತೇನೆ; ಅಕ್ಷಯ್​ ಕುಮಾರ್​ಗೆ ಹೆಂಡತಿಯಿಂದ ಬೆದರಿಕೆ!,Kannada
"    అజిత్ ముఖం ఎర్రబడింది.  ఆ అవమానమేదో ఇప్పడే జరిగినట్టుగా! ""అబ్బా!అంత చాందసులా   నాయనమ్మా  నీ పుట...",Telgu
காவிரி விவகாரம் : முதலமைச்சர் பழனிசாமி ஆலோசனை,Tamil
ಲೀಕ್ ಆಯ್ತು ‘ಒಪ್ಪೊ 11 ಪ್ರೋ‘  ಫೋನಿನ ಕುತೂಹಲಕಾರಿ ಮಾಹಿತಿ,Kannada
         ఇంటర్ లో వుండగా లక్ష్మి ఆర్టు క్లాసుకు వెళ్ళి అందులో అభివృద్ధి సాధించుకుంది. క్రికెట్ పట్ల ...,Telgu
தமிழ்நாடு,Tamil
ವಿಭಿನ್ನ ಕಥೆಯುಳ್ಳ ಸಿನಿಮಾಗಳಲ್ಲಿ ಅಭಿನಯಿಸುವ ಸಂಚಾರಿ ವಿಜಯ್​ ಅವರ ಮೊದಲ ಬ್ರಿಡ್ಜ್​ ಸಿನಿಮಾ 'ವರ್ತಮಾನ'ದ ಚಿತ್ರಗಳು,Kannada
"    ""రమా!"" భారమైన నిట్టూర్పు.     ""ఎండిపోయిన ఏ గుండెల్లో...చిగుళ్ళు పూయిస్తానని నువ్వెళ్ళి పోయావ్....",Telgu
வர்தா புயல் பாதிப்பு பகுதிகளுக்கு நடமாடும் மருத்துவக்குழு,Tamil
ಪಂದ್ಯ ಸೋತರು ದಾಖಲೆ ಮೇಲೆ ದಾಖಲೆ ಬರೆದ 'ಕೊಹ್ಲಿ',Kannada
"    ""వీడిని అక్కడ వదిలేసి వాడిని తీసుకు రమ్మంటారా సార్"" అని కానిస్టేబుల్ అడిగాడు.     వెంటనే ఆ కా...",Telgu
தமிழ்நாடு,Tamil
'ಐಫೋನ್-7' ಬೆಲೆಗಿಂತ ಕಡಿಮೆಗೆ ಸಿಗುತ್ತಿದೆ ಈ ಐದು ಸ್ಕೂಟರ್​ಗಳು !,Kannada
"     నువ్వు నన్ను నమ్మలేవా?"" సీరియస్ గా అడిగాడు తను.     ""నమ్మందే నీ వెనుక ఎక్కేశానా?"" విషయాన్ని తేల...",Telgu
சிவபெருமானை மறுக்கிறார்களா மதவாதிகள்?: வைரமுத்து கேள்வி,Tamil
ರಂಗೀನ್ ದುನಿಯಾದಿಂದ ರಂಗೇರಿದ ಚುನಾವಣಾ ಅಖಾಡ: ಲೋಕಸಭೆ​ಗೆ ಸ್ಪರ್ಧಿಸಲಿದ್ದಾರೆ ಸ್ಟಾರ್ ನಟ-ನಟಿಯರು,Kannada
"    పెళ్ళివారి కారు వెళ్ళిపోయింతరువాత కోమలాదేవిని జలగల్లా పట్టుకున్నారు స్నేహితురాళ్ళు ""మేమంతా నీకు...",Telgu
தமிழ்நாடு,Tamil
ಡಿನ್ನರ್​ಗೆ ಕರೆದ ಅಭಿಮಾನಿಗೆ ಟ್ವಿಟ್ಟರ್​ನಲ್ಲಿ ಮಯಾಂತಿ ಕೊಟ್ಟ ಉತ್ತರ ಈಗ ವೈರಲ್,Kannada
"         ""మగవాసన......మగవాసన....."" హెచ్చరించింది త్రిలోకసుందరి.          ఇద్దరూ పెదవులు కట్టేసు...",Telgu
அனுபவ வீரரை களமிறக்கவில்லை லியாண்டர் பயஸ் திடீர் விலகல்,Tamil
ಮಾಜಿ ಪ್ರಧಾನಿ ಮನಮೋಹನಸಿಂಗ್​ ಅವರ ಜೀವನ ಆಧಾರಿತ ಚಿತ್ರ ಬಿಡುಗಡೆ,Kannada
    మెల్లమెల్లగా అపస్మారకం క్రమ్మింది ముసలాయనకు. అందరినీ పేరు పేరునా అడుగుతున్నారు గాని ఎవరినీ గుర...,Telgu
விளையாட்டு,Tamil
ವರ್ಷದ ಬಳಿಕ ವೈಫೈ ಕ್ಷೇತ್ರದಲ್ಲಿ ಬಂದ ಭದ್ರತಾ ಅಪ್​ಡೇಟ್​ ಏನಿದೆ ಹೊಸತು?,Kannada
     ఆమాటా ఈమాటా మాట్లాడుతూ వుండిపోవడంతో బాగా రాత్రయ్యాక పడుకున్నారు.     శతరూప ఇంటిమీద ధ్యాసతో ల...,Telgu
மீண்டும் நிரம்பியது மேட்டூர் அணை!,Tamil
ಮೈಸೂರು ಲೋಕಸಭಾ ಕ್ಷೇತ್ರದಿಂದ ರಮ್ಯಾ ಸ್ಪರ್ಧೆ..? ವಿಧಾನಸಭಾ ಚುನಾವಣೆಗೆ ಸ್ಟಾರ್ ಕ್ಯಾಂಪೇನರ್ ಆಗಿ ಸಿಎಂ ಆಹ್ವಾನ,Kannada
"        పెళ్ళికాకముందు ఆమె అతన్ని ""బావా"" అని పిలిచేది. నువ్వులోంచి మీరులోకి రావటానికి ఆమె చాలా ప్రయ...",Telgu
தமிழ்நாடு,Tamil
ಜಿಯೋ ಗಿಗಾಫೈಬರ್​ ರಿಜಿಸ್ಟ್ರೇಷನ್​ ಮಾಡಿಕೊಳ್ಳುವುದು ಹೇಗೆ?,Kannada
        జనం గుర్తుపట్టడం గుమిగూడడం చప్పట్లు చరచడం లాంటివి మామూలై కిక్కు ఇవ్వడం మానేస్తాయి. దాంత...,Telgu
நடுவானில் நொறுங்கிய விமானம்!  பயணிகள் பலி?,Tamil
ಐಪಿಎಲ್ ಆರ್​ಸಿಬಿ ತಂಡದಲ್ಲಿದ್ದಾರೆ ಮ್ಯಾಚ್ ಫಿನಿಶ್ ಮಾಡುವ 3 ಆಟಗಾರರು,Kannada
"    ""మరి నువ్వు?"" అని అడగలేదు ఇస్మాయిల్. కమెండో ఆపరేషన్ లో అటువంటి ఎదురు ప్రశ్నలకు తావుండదు. అజ్మర...",Telgu
உலகம்,Tamil
ಟೀಂ ಇಂಡಿಯಾ ವೇಗಿ ಖಲೀಲ್​ ಅಹ್ಮದ್​​​​ಗೆ ಖಡಕ್ ವಾರ್ನಿಂಗ್​,Kannada
    తనకి తెలీకుండా తనకిష్టంలేని పని చేసినందుకు అతని అహం దెబ్బతిన్నది కూడా!                      ...,Telgu
திருட்டு பைக்குகளை மறைத்தாரா இன்ஸ்பெக்டர்? புகார் சொன்னவருக்கு இடமாற்றம்,Tamil
 ನನಗೂ ಭೂಗತಲೋಕಕ್ಕೂ ಸಂಬಂಧವಿಲ್ಲ: ಸಾಧುಕೋಕಿಲ ಸ್ಪಷ್ಟನೆ!,Kannada
"    ""వెళ్తాను సర్!""     అతను తల ఊపాడు. ఆమె నెమ్మదిగా బయటకు వెళ్ళిపోయింది.     ఎన్నడూ అనుకోలేదు- జీ...",Telgu
தமிழ்நாடு,Tamil
ಐಪಿಎಲ್  ಡೆಲ್ಲಿ ಡೇರ್ ಡೆವಿಲ್ಸ್ ಹಾಗೂ ಸನ್​ರೈಸರ್ಸ್​​ ಹೈದರಾಬಾದ್ ಪಂದ್ಯಗಳ ನಡುವಣ ಕೆಲ ಫೋಟೋಗಳು,Kannada
    అయినా చలపతిరావు వృద్ధుడు. పైపెచ్చు ప్రకాష్ తో ఢీకొనే అంగబలంగానీ అర్థబలంగానీ లేనివాడు. కానీ చే...,Telgu
ஏடிஎம்மில் ஒருபக்கம் வெள்ளைத் தாளா‌க வந்த  ரூபாய் நோட்டு!,Tamil
ನಟಿ ಶ್ರೀದೇವಿ ಅವರದ್ದು ಕೊಲೆ ಎಂದ ಬಿಜೆಪಿ ಸಂಸದ ಸುಬ್ರಮಣಿಯನ್​ಸ್ವಾಮಿ,Kannada
                                                           పిపాసి                                 ...,Telgu
இந்தியா,Tamil
ವರ್ಷದಲ್ಲಿ ಸರಿಯಾಗಿ ಕನ್ನಡ ಕಲಿಯದ ರಶ್ಮಿಕಾ,Kannada
    . ఋత్విజులు యజ్ఞవేత్తలు. మంత్రయుక్తముగ సోమమును సిద్ధము చేసినారు. వాయువా! నిన్ను స్తుతించుచున్...,Telgu
“விதைப்புச் சான்றிதழ் இருந்தால் பயிர்க்காப்பீடு பெறலாம்”  ககன் தீப் சிங் பேடி,Tamil
ನಟಿ ಸಿಂಧೂ ಲೋಕನಾಥ್ 'ಹೀಗೊಂದು ದಿನ' ಸಿನಿಮಾ ನಿರ್ಮಾಪಕರ ವಿರುದ್ಧ ಗರಂ ಆಗಿದ್ದೇಕೆ?,Kannada
"    ""ఉండేది రాయకొండలో అయినా ప్రస్తుతం చావుబ్రతుకులమధ్య టౌన్ హాస్పిటల్లో వున్నాడు.""     విభ్రమంగా చ...",Telgu
தமிழ்நாடு,Tamil
ಮೊದಲ ಮದುವೆ ವಾರ್ಷಿಕೋತ್ಸವದ ಖುಷಿಯಲ್ಲಿ ಸಮಂತಾ; ಅಕ್ಕಿನೇನಿ ಕುಟುಂಬದ ಸಂಭ್ರಮ ಹೇಗಿತ್ತು ಗೊತ್ತಾ!,Kannada
    ఫ్లవర్ షవర్ విషయం వెంటనే గుర్తుకొచ్చింది శక్తికి. డ్రాయర్ లోని ఓ బ్రౌన్ కవర్ ని తీసి టేబిల్ ...,Telgu
ஆர்டிஐ வரம்புக்குள் வந்தது இந்திய கிரிக்கெட் வாரியம்!,Tamil
ಐಪಿಎಲ್‍ನಲ್ಲಿಂದು ಕೆಕೆಆರ್-ರಾಜಸ್ಥಾನ್ ಸೆಣೆಸಾಟ: ಗೆಲ್ಲಲೇ ಬೇಕಾದ ಒತ್ತಡದಲ್ಲಿ ಉಭಯ ತಂಡಗಳು,Kannada
    బస్టాండ్ లో అంతకుముందున్న వారిని వూడ్చి అవతల పారేసి నట్టు భిక్షగాళ్ళు కూడా లేరు.     రూప చంద...,Telgu
விளையாட்டு,Tamil
'ನೋಟಾ' ಸೋಲಿನ ಬೆನ್ನಲ್ಲೇ ವಿಜಯ್​ ದೇವರಕೊಂಡ ಬರೆದಿದ್ದಾರೆ ಬಹಿರಂಗ ಪತ್ರ..!,Kannada
